Id;Green_MS;Yellow_MS;Orange1_MS;Orange2_MS;Red_MS;Yellow_TE;Orange_TE;Cyan_TE;Dblue_TE;Black_TE;Green_RGB;Yellow_RGB;Orange1_RGB;Orange2_RGB;Red_RGB;Sicaklik_Ort;Sicaklik_Max;Sicaklik_Min;Nem_Ort;Nem_Max;Nem_Min;Yagis;Ruzgar_Ort;Ruzgar_Max;Gunluk_ET0;Ilaclama;Kullenme;Tarih
1493;18,1291326;43,99917892;27,20187773;12,75447447;3,073348037;11,60586856;18,00790979;28,34418303;23,4656474;18,72892873;11,05214439;20,07862968;27,08850697;24,12237628;16,09010143;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1494;18,27297888;38,2892856;25,96427811;10,07560285;1,902460226;11,35850348;17,8309412;27,76424918;23,12823996;19,31531762;8,651038117;20,83490203;26,36267794;25,52365616;11,94587493;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1495;21,89215232;41,7491869;27,77202495;8,85982303;3,103283571;12,79760337;16,91634392;27,94524337;22,9639605;20,02390867;7,678921269;23,13764979;29,318693;23,42816275;12,74351033;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1496;19,41313386;43,30327064;27,65216872;11,84265801;3,95248481;12,48455071;16,97725674;27,55986702;23,21017943;19,19674518;11,46400967;21,81769864;30,20330187;23,71881285;15,57752428;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1497;19,87972546;40,47612796;25,5401265;12,20455677;2,266281647;11,88250745;17,71785183;28,27208183;24,19281435;19,87774594;9,503323937;22,13665384;28,67790162;26,9928477;11,33338588;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1498;21,54206256;40,25256829;25,5552042;10,8589955;2,581482596;12,55952161;16,92945615;27,57299108;23,46311744;19,47081601;9,482049882;20,26173685;27,72781587;22,99453017;15,74716749;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1499;18,60939884;41,23984766;28,46221373;11,51896356;2,319280211;11,47287487;17,22759703;28,21609831;23,78507365;19,85348315;10,29268871;21,3968839;31,05748557;25,47130866;17,15391019;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1500;18,8499481;43,33461603;28,71405197;10,34552796;2,798572249;12,35786916;17,69272096;27,20972988;24,04041082;19,2087631;11,20281969;21,33375087;30,03255443;21,9416453;15,16334696;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1501;21,03201212;42,58608442;24,84142657;7,372763634;5,256347266;10,01817138;16,98601227;26,22288456;26,894652;18,70323796;9,818525021;22,13100345;28,30268887;26,86359678;21,59014453;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1502;18,56771998;33,83693311;28,537547;16,81252309;5,252958734;9,385994304;17,00133188;26,88286997;26,9556526;19,12625628;8,195578563;18,77904368;27,11017976;26,61036818;20,64199985;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1503;25,33434991;42,34846526;25,64572119;10,57411184;1,814116952;9,237064841;17,36796303;26,88815062;26,63431948;19,47214365;11,01219441;19,54508219;27,90621634;25,03917638;16,66954244;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1504;15,45270961;38,61556359;26,48064719;11,5849354;4,24688773;9,425944828;17,21723429;26,20351059;27,06548887;19,90621758;9,79192049;21,20233156;25,69843117;25,16627899;18,39647176;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1505;24,45948076;37,55651621;31,71899633;7,23817278;2,885917662;10,55001289;17,11200028;26,21027918;26,77626355;19,3787423;11,96653816;21,41947499;27,12171658;23,26692521;14,71973048;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1506;14,18647948;40,88015421;25,62948512;7,101572998;4,492872584;9,757496526;16,58928298;26,39784882;26,4037303;18,7673978;8,456584572;20,12465804;25,82264225;23,87077188;18,53711827;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1507;19,07497377;39,88426287;31,63456395;6,691520127;4,687940256;9,358597187;16,36407808;27,52253214;26,29456292;18,53292811;8,556767163;20,90725072;25,03883533;27,63555101;20,74394752;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1508;16,52283806;41,69579788;27,3585227;17,00642496;3,306512485;9,421601286;16,34533644;26,04782512;27,51790797;19,02686599;9,105120412;21,5430313;24,97787637;26,14961653;13,72977057;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1509;22,93838208;42,24853554;25,25412278;9,465824279;3,503632727;9,495500979;17,74500767;27,46385411;26,17466082;18,61976565;11,37077597;22,34210669;24,91733236;26,55703013;14,96693791;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1510;25,94592572;42,76473939;26,61525554;6,381070626;2,12060291;10,61174722;16,33051334;27,45380596;26,22402171;18,75815402;9,192171606;19,91941553;25,34120471;23,3492798;13,67078121;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1511;20,14070843;33,69154415;24,2628177;7,744507211;3,448693974;9,286121402;17,71967659;26,19021354;26,85927925;19,67708785;11,08004119;20,70966707;28,4843532;23,2028447;15,52007861;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1512;13,69375291;42,1891929;24,39068405;14,25261368;3,641652233;10,11155305;16,67481709;26,66580247;27,41984742;19,91224303;8,795085976;19,30187897;28,23952612;24,44177643;17,35693235;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1513;19,3324276;36,09856167;29,26977006;15,29099162;2,805211701;9,919031619;17,88656888;27,08372958;26,93844743;18,47441619;9,263463182;19,42210695;26,89228537;24,67404777;18,77408104;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1514;18,24261095;42,91442855;28,65963514;6,605002019;4,175243187;10,32848627;17,45680917;26,8648761;27,09893413;18,94207886;12,119961;22,04245603;26,80978023;27,6148486;19,48594615;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1515;18,15804128;33,57635032;24,68806774;16,36598658;3,175848886;10,55708062;17,48757918;27,29291863;26,96483047;19,22915309;9,189441249;18,87795977;27,21643093;23,93619108;17,13390878;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1516;21,63869084;37,33313411;25,32330791;10,36952432;3,724920375;10,31372525;16,75408469;27,04433394;27,39834146;19,45700252;8,03598532;21,25325692;24,5216315;26,49538571;14,90359439;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1517;17,47034995;38,51354829;27,81024046;17,19949637;5,143113682;10,08670882;16,47202517;26,48674318;26,94183419;18,72015599;10,15158785;22,61740728;25,68568219;27,02549361;14,02918098;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1518;24,77905986;37,63026971;27,05557457;10,50378458;5,051898811;9,828766129;17,58516332;27,20454013;26,51041835;18,57401957;10,53355473;22,19781272;27,3022757;25,1060924;19,52728769;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1519;11,55287051;44,04583551;23,58149684;8,959693273;4,65889596;9,514651522;16,98780977;26,50192744;26,32096779;19,64178449;8,675537358;19,88307523;28,24400144;24,74089312;20,49467657;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1520;13,70913649;39,81382883;29,45753777;13,19665902;2,681535396;9,235221001;16,99225549;26,58992534;26,45934048;19,33103134;10,07462072;22,5497435;27,29218299;22,82462214;18,88866318;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1521;18,22783624;34,38692736;25,08706067;7,1334239;2,334285003;10,01153418;16,85628438;26,3821253;26,66770152;18,86466615;7,298733237;22,48748118;27,34658883;22,68601394;15,81669837;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1522;18,02172566;40,53888339;31,33014122;13,97339029;3,685423594;10,17228564;17,58064739;26,81310423;26,74578552;18,71435909;10,16986291;21,71144347;26,00766783;22,70736067;13,97467144;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1523;22,39675551;43,44976378;30,30965699;16,13596278;3,877371112;10,27706328;17,20328422;26,07004226;27,50362905;19,69953258;11,18490193;19,77964522;26,80933627;25,03597234;20,37328225;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1524;14,02325508;36,40433319;26,97064777;6,876380553;2,412443709;9,426415599;17,46705505;26,23101299;27,46143984;19,83842228;11,93920706;20,64882841;24,76893577;23,51856268;20,06389162;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1525;16,82887301;38,79020893;29,62633887;14,55152998;4,078285739;9,93946385;17,83275401;27,0758362;27,11687322;18,55330104;9,864723326;19,99451798;26,1501486;26,77435138;18,83625323;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1526;12,50051938;42,0275517;32,5327112;13,30402217;4,329702302;10,40261424;17,32351775;27,08696812;26,52893499;19,59622824;11,41194596;21,60979187;26,57488785;27,02975114;20,99712375;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1527;13,88929269;34,51079053;25,89073382;17,0373303;4,793006963;10,60906944;17,37546853;26,90951197;26,30466653;19,69703324;10,3727814;18,81683465;25,87378088;24,5335207;15,92167653;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1528;15,95307788;42,20856904;24,51741202;11,03292449;5,277397634;9,949851582;16,47420304;26,94448857;26,80954026;18,65622187;9,498115677;19,4925726;25,68870525;24,28594262;14,76841232;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1529;22,35014451;37,66820882;32,18721969;17,48941085;5,436438495;9,776459542;16,5532754;26,24544365;26,93767976;19,04705345;7,65555239;22,03215624;24,98541782;25,04095322;20,40909194;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1530;24,54241252;42,46446616;25,09867543;7,211544124;3,576571046;9,928052423;16,66914201;27,50991438;27,1483283;19,7150108;9,850625381;21,60337645;27,86631438;26,2273455;17,03326104;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1531;26,21797594;33,55613042;27,89499396;12,04212833;2,903641726;10,65161801;16,96237958;26,59048908;26,9403545;18,47123717;10,22301268;19,43392741;27,11703069;25,89209395;15,71467568;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1532;25,87315119;41,66958252;24,24975745;6,625006674;3,746505435;10,28354809;17,1709511;26,64275933;26,59196515;19,89032471;10,9289325;22,31793309;24,48470293;26,22613359;18,43128915;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1533;23,99180964;34,29174437;27,52630597;17,04768229;1,784324617;9,274468749;17,71501615;26,66579633;26,4419768;19,36213186;7,720122536;20,94214375;26,77385528;23,67002839;20,14691874;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1534;15,73086162;36,64255656;31,68296371;9,416704793;3,623425883;9,303627853;16,92933104;26,51131718;26,42121139;19,6599721;11,03624283;19,01863852;24,71082534;23,80966377;20,91189437;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1535;21,40458069;39,5690111;29,74868415;8,253326326;5,464804665;10,45861535;17,55442873;26,32776474;26,68269856;19,61075849;7,611702975;19,64460765;24,61095269;27,38571432;14,6867018;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1536;17,78605104;40,60538838;26,66202968;12,84939255;2,31606078;9,770942292;17,26682551;27,12173833;27,07935374;18,6034629;11,4868229;21,39563767;26,27604531;26,66617307;17,14379991;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1537;11,80628838;43,01379456;28,05368233;15,34365195;3,665840337;9,278192818;17,79033337;27,40967904;26,42261873;19,22907617;7,567479738;21,76627026;24,36791802;25,81139821;16,66987207;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1538;23,27670182;40,59277041;28,3029966;7,226272608;4,633809584;9,186507232;16,99235679;26,65936357;26,30359552;18,89803369;11,33930106;20,88096848;24,81277191;23,43702931;16,43625078;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1539;20,57177539;38,86212523;26,97199708;9,890887244;2,108932551;10,49577988;16,74780886;26,83058503;26,88975862;18,85559067;11,59247057;21,0974124;27,44164082;25,83770688;14,3946127;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1540;22,06908838;40,98703867;30,21572323;13,60667846;3,000057948;10,12715135;16,3998017;27,52537851;26,98023842;18,43263496;7,519897336;22,24138713;26,77389181;26,42400845;18,73044754;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1541;21,32215686;34,1327885;27,03938144;6,574722531;4,256187867;9,929644381;17,72755032;26,39897109;27,17232618;18,45596044;9,787991586;20,52434452;25,33248305;26,04908673;17,87337601;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1542;13,15790094;35,88723638;29,89722954;10,20802804;4,679293901;9,777183697;17,73219676;26,11641755;27,24270798;19,35835933;10,00634324;19,32288734;26,87578306;24,90763878;18,15799053;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1543;23,87045974;39,05834114;31,56947831;7,498267002;4,781298876;10,1738921;17,83446829;27,46615397;27,27922632;19,32481725;10,70022953;19,50288909;26,58949348;23,98111358;15,59184884;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1544;24,38618829;43,52527864;32,16831764;8,17168946;2,3975929;9,183426263;16,33957618;26,09045748;27,14031617;18,59858806;7,652751361;19,35045633;25,88424895;23,90654655;18,77985824;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1545;16,92909847;37,73066902;31,11244191;12,08078723;5,541791805;9,73732739;16,55301153;26,62573911;26,41785074;18,63605378;7,588052279;22,27088048;27,88041026;26,19771545;17,24446773;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1546;13,905107;36,14245814;24,17989358;13,35115562;4,736927568;9,985018994;17,53502152;26,77982685;26,37211142;19,90515494;8,445879594;19,00161267;26,92894645;25,0228381;19,22923726;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1547;23,94668999;35,96190869;24,31224581;16,4931715;3,882497529;9,867186538;16,34628205;27,5724079;26,51007192;19,61685199;10,25959671;22,24448385;24,54635498;22,68467353;17,14465391;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1548;23,65003976;34,2547049;32,01119592;11,77150353;5,381561348;9,288984474;17,31313553;26,54998361;26,97824406;19,68947597;9,555511858;20,67522902;25,15746679;23,14533623;16,51473235;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1549;22,97276408;32,9188302;31,01975913;8,774732674;5,351047098;9,801184375;17,25755823;26,24758032;26,40849137;18,82278696;8,214690589;20,50338692;25,89462804;25,01461588;16,41109924;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1550;24,13547583;36,41858946;25,02238072;14,61939139;3,502823709;9,506520298;17,24518377;26,50005833;27,27904408;18,95752079;9,360038324;19,83418217;26,84923972;23,51674809;21,34161833;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1551;25,85627121;43,94750325;31,50795038;9,336625071;2,40172373;10,64172809;17,71234084;26,49848432;27,09470032;19,78378124;9,067588783;19,68537973;26,96651322;26,50056309;17,14093563;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1552;24,88248675;37,34935088;27,05696396;11,50406748;2,907831892;9,653955981;17,76470955;26,4654968;26,37521933;18,75927041;10,97836673;19,32927336;25,30259452;24,5779542;17,87549734;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1553;24,55625142;43,08299641;26,21345571;12,67118152;5,567760347;10,00612995;17,63802626;26,30865043;27,08495626;19,928352;9,616897823;22,63192299;26,08220714;25,23689524;18,33422553;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1554;20,88321657;39,83157739;26,82798849;8,6104174;2,191928929;9,996614172;17,4005294;26,6051903;26,93287992;18,65755887;10,81561791;21,48462514;24,32575824;23,15729322;16,47060824;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1555;21,84467722;43,90624863;26,54723469;16,94221537;1,687117607;9,644520168;17,6792025;27,60601189;26,66926944;18,43684246;7,216668543;20,41696343;26,16713401;24,40182253;21,3843607;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1556;18,92613712;36,71802975;26,33985431;17,22434034;4,993915312;10,03713315;17,68490584;26,05401526;26,69065361;19,48674351;8,497842482;21,16490242;25,40834009;25,36042308;16,73469688;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1557;13,3662069;40,98821086;26,74128527;15,43210125;4,100074647;9,475569009;17,38794561;26,96673714;27,07320915;18,94731739;11,06918873;19,94845359;27,48122689;22,743819;19,64671222;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1558;25,24524422;43,32462782;25,45616567;10,4321455;3,005242926;9,311915364;17,05722657;26,96560641;26,27424444;19,11048373;8,748240258;18,83919813;24,61612887;25,91471965;17,73711132;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1559;18,02499975;41,98417178;27,82271361;6,360863599;1,858034365;10,45785524;17,75441322;26,71541169;26,31525509;19,87724251;8,235315307;21,749215;26,78026354;25,93225322;16,37982033;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1560;26,3979879;43,22637861;23,88851844;8,318814965;2,551231942;9,421128869;17,46101805;27,12050148;27,55505029;19,64678839;9,543266018;21,0207026;27,34239744;26,90912596;19,70329211;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1561;20,16387716;43,61345807;26,9987843;8,510639976;2,20684508;10,12493596;17,44578546;27,23667375;27,11959779;18,46200802;7,175273984;20,20279587;26,01021255;27,15704833;14,54384278;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1562;18,55366318;42,13273104;31,29558004;13,36455663;5,55025088;9,39990561;17,26832891;27,1883658;27,296639;18,55784655;8,149728587;21,04097764;27,84244144;25,51831002;18,3964075;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1563;25,96660389;36,62630879;26,89146348;16,0513907;3,517643587;10,43238461;17,20436773;26,32609893;27,41602903;19,5807896;12,3626153;19,42178119;28,42882592;23,00962705;18,67430815;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1564;16,75150382;38,33238682;28,37866731;14,61161155;3,97794102;10,12620198;17,71798374;27,21109494;26,46516762;18,74588728;8,889973119;21,992366;25,08814834;24,25980116;16,11565152;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1565;14,76369904;38,17100213;27,27083889;11,10303636;3,901865479;10,68310545;16,78288583;26,81184672;26,79062974;19,83792974;11,18500424;22,48699005;24,55932557;23,02376391;20,5413667;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1566;17,42194028;44,10136172;25,65709622;6,240882493;2,042570243;10,39602954;17,4681173;27,23811036;27,15066542;19,17855984;8,701375785;21,76761018;26,78656935;23,70660006;14,84241215;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1567;13,91705557;42,66152249;26,18998272;10,20591286;4,050030301;9,780408762;16,3433399;26,22783065;27,71665259;19,23323427;8,643056947;21,408856;26,35981061;24,21812642;15,42354505;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1568;12,38937921;34,14339884;32,52079985;11,50161968;4,197694605;9,260624751;17,39868211;26,31626749;26,71990242;19,83413399;7,788719102;19,25561758;26,64194365;26,93822737;14,70451719;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1569;16,85987023;38,90034265;27,30586852;16,23074828;3,158459806;10,28044667;17,45613297;27,43009548;26,30243795;19,2791873;7,588920738;19,17095103;24,25658458;23,30776482;20,05113457;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1570;20,43211036;38,16421863;29,95533693;12,09688954;2,596570116;9,309719656;16,95070547;26,65323297;27,02324557;19,6270154;8,279459979;20,30107654;25,32614459;27,40188041;13,81506496;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1571;20,29010445;34,81957359;24,96180794;10,41625752;4,942342951;9,750125902;17,08226959;26,90813467;26,46301468;19,0421763;10,42350288;21,52043297;24,54373716;27,28995909;18,06552626;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1572;24,7850703;39,08661551;28,30114088;12,86527872;5,167893945;9,939458691;17,24605958;26,29217775;27,25190604;19,10029436;11,39765632;19,69699602;24,30982343;24,15506114;18,60343882;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1573;19,08326423;38,82827749;26,73825584;16,61770343;4,327785994;9,870661585;16,76906791;26,58703436;26,8116575;18,6371085;11,28440018;20,73210474;26,24642085;27,65241272;14,70615064;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1574;19,68350279;34,98511972;31,9485818;10,13025452;2,978342131;10,39747569;17,20563268;26,73819735;27,07035694;19,87456535;10,79404295;20,07394155;25,05544227;27,55504012;20,57932367;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1575;12,85314457;38,05329281;27,84897459;7,808079423;5,268923146;10,47513013;17,887709;26,72639347;27,66136915;19,05641812;8,148371869;19,44376286;24,45670378;25,23519357;16,14214408;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1576;19,07356592;37,8734679;28,66124577;11,43968773;4,922658427;10,69385798;16,48584367;26,30173555;27,58462114;18,43528636;10,70746118;20,76458477;25,30744067;25,4618726;18,93005084;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1577;17,45320353;40,68200618;23,71602872;16,65151726;1,810764687;10,1998928;17,47449247;27,17814837;26,87845317;19,77877501;12,41062727;19,29109446;25,44538253;23,82673234;17,35930964;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1578;20,86590424;36,07941396;27,10411504;14,46450116;3,045561211;9,274768795;16,40365136;27,57166242;26,94977368;19,86538632;11,98004601;21,38262417;24,2869445;27,35775092;16,81140475;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1579;12,42695959;43,82915802;27,64411791;8,633387743;4,655475296;9,323756327;17,37327337;26,80986527;27,69919284;19,02739718;10,06934491;20,65719615;25,83065591;24,09697102;17,80453442;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1580;23,10232865;40,74087064;31,68171975;13,55674184;4,526580411;10,00034045;16,66908;27,31618662;27,67222027;19,62417852;10,41870222;19,59157897;28,49274858;22,53641569;16,7007198;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1581;19,09984395;38,21798758;29,20758738;16,44234239;4,924863452;10,20987094;16,73425802;26,91002458;26,53736213;19,34353838;9,62999231;20,33245853;27,87441541;25,50507969;17,93878975;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1582;13,80623454;41,76237972;25,97102013;6,099591507;1,853461977;9,132677725;16,67243636;27,15779384;26,22831332;18,7769655;9,66111689;20,30138571;27,4210511;25,46489203;16,80704113;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1583;18,99530521;41,31442972;29,45819003;14,14390184;4,530127231;9,640392112;17,58091896;27,0365391;26,55319794;19,39106192;10,57000406;19,52636504;25,5117228;23,61562177;18,24563937;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1584;21,4407897;41,19138083;24,91995485;14,04091433;1,701230725;10,02313195;17,22875589;26,52107363;26,94029267;19,26061676;12,02132887;19,93729292;25,4723568;24,85330519;18,81159322;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1585;16,67010559;42,32043142;24,91825768;12,43642244;2,60500072;10,46670281;16,36777605;26,89979025;27,53960181;18,63555492;12,14118379;22,10455722;26,21398818;22,75236677;20,24219128;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1586;25,20864366;39,638718;30,41064079;10,65659074;3,201247185;9,961680488;17,52885338;27,22026985;27,68919655;18,43020105;11,11447674;19,32975295;25,24296983;27,59389045;17,6040288;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1587;11,47303689;40,6715046;25,71901422;9,423641834;5,070056411;10,06728994;16,57404402;27,33281167;27,17239206;19,982371;9,681220375;22,291117;26,51193657;22,82330447;21,45072317;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1588;19,77408668;37,17197813;26,66109553;11,67703513;4,121506313;10,22426448;16,94930487;27,17894048;26,49694413;19,24315485;11,7067273;19,90385506;26,03379913;26,7820041;17,18606833;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1589;17,48576679;34,94674454;31,12235499;8,315829202;3,154524452;9,519886349;17,64459832;26,69826815;27,54081944;18,44369747;8,733288479;21,64392554;27,30177652;27,29876691;18,95566282;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
1590;20,59340771;43,73890893;25,97365616;12,33857784;5,494952785;9,923662042;17,37698132;27,15940964;26,21029638;18,47680379;7,560654911;21,31148364;27,50126086;22,68602532;17,02387686;21,32;30,25;13,46;64,44;100;25,92;0;3,1;6,1;4,9;0;0;11.08.2022
